"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7662","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7847","PRISM.7852","PRISM.7855","PRISM.7858","PRISM.7860","PRISM.7861","PRISM.7862","PRISM.7870","PRISM.7874","PRISM.7875","PRISM.7879","PRISM.7897","PRISM.7899","PRISM.7904","PRISM.7906","PRISM.7908","PRISM.7909","PRISM.7910","PRISM.7911","PRISM.7912","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7955","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8244","PRISM.8264","PRISM.8275","PRISM.8283","PRISM.8332","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8589","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8683","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8754","PRISM.8758","PRISM.8764","PRISM.8765","PRISM.8774","PRISM.8776","PRISM.8778","PRISM.8783","PRISM.8784","PRISM.8785","PRISM.8788","PRISM.8789","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","PRISM.9126","PRISM.9148"
"Clostridium_hathewayi",0.0056958,4.22e-05,0.0014018,0.0013478,0.0004655,0,0,0.0001756,0.0012463,0,0,0,0.000157,0.0007759,1.08e-05,0,0.0003206,0,0,0,0.0016804,3.1e-06,0,0,0.0001234,5.96e-05,0.0004021,6.6e-05,0,0.0001088,0,0,0,0,4.54e-05,0.0005609,1.55e-05,0,0.0002056,0,2.09e-05,0,0,0.0135839,0,0.0001459,0,0,0,0,0,0.0001091,0.0017922,0,0.0015177,0.000433,0,0.0001147,7.52e-05,0,0,0,0.0007897,9.28e-05,0.0006113,4.07e-05,0,0,0,0.0024391,6.28e-05,0.0001675,0.0009656,0.0005287,0.0004586,0,7.44e-05,0,1.72e-05,0,0.000272,0.0004653,1.48e-05,0,0.0052908,0,0,0.350238,0.0002348,0,5e-06,0.0001813,0,0,0,0,0.0002702,0.0003979,0,0.0021771,0.0001152,7.45e-05,0,6.99e-05,1.73e-05,9.59e-05,0,0,0,0.0001083,1.09e-05,0,5.89e-05,0,8.57e-05,0,0,0.0061462,7.84e-05,0.0001629,3.52e-05,2.89e-05,0.0004227,0.001035,0.0001144,0,0.0005792,6.8e-05,0,0.0027441,0,0,8.2e-06,0.0001959,1.43e-05,0,0.0008056,0,0.0002023,0,0,0.0001339,6.08e-05,0,0,0.0001064,0.0022383,1.68e-05,0,0.0004349,0,0.0022852,9.5e-06,1.09e-05,0.0004055
"Clostridium_leptum",0.0068057,0.0001615,0.0064632,0,0.0106822,0,0,0.0009932,0.0376611,0,0.0001918,0.0036694,0.0110724,0.0004421,0.0115535,0.0045998,0.013532,0,0,0.0004501,0.0019578,0,0.0076692,0.0016156,0.0004639,0.0006463,0.0007183,0.0017543,0.0067543,0.0116972,0.0009793,0,0.0006976,0.000269,0.0027102,0.043654,0.008328,0.0008906,0.0002566,0.0006502,0.0019786,0.0011708,0,0,0,0,0.0004259,0,0,0,0,0.0002834,0,0,0,0.0102837,0,0.000359,0.0019517,0.0008354,0,0.0011337,0.002226,0.0091129,0.004195,0.0002732,0.0001772,0.0111541,0,0.0024375,0.0027497,0.0001618,0,0.0367,0,0,0.0115927,0,0.0006797,0,0.0066663,0,0.0200236,0.0553946,0.0042224,0,0,0,0.0249676,0,0.0002502,0.0172534,0.0024753,0.0065629,0,0,0.10451,0.003419,0,0,0,0,0.0044958,0,0.001339,0.0001953,0,0,0,0,0.0028934,0,0.0002781,0.0001192,0.0015906,0,0.0003361,0.0066042,0.0074197,0.0009393,0.0001559,0.0005425,0,0,0.0028836,0.00215,0.0008291,0,0,0,0,0,0,0.0001211,0,0,0.0014131,0,0,0,0,0.0075681,0.0003963,0.0930931,0,0.0002159,0,8.98e-05,0,0,0.0007465,0,0.0003772,0.0002953,0.0012648
"Clostridium_nexile",0.0010528,1.29e-05,0.0068182,0.0009912,0,0,0.130142,3.4e-06,0.0042115,0,0.0014088,0,1.05e-05,1.12e-05,0,0,0,7.97e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604548,0,0,0,0.001274,0,0,0,0,0,0,0,0.123488,0,0.000439,0,0,0,0,0.0114834,0,0.0019103,0.0102853,0,0.0001553,0,0.0006355,1.41e-05,2.49e-05,0,0,0,0,9.5e-06,0,0,0,0,0.0003459,0,0.0424185,1.2e-05,0,0,0,0.0024081,0.0320293,0.0003236,0,0.0022987,0.0055767,0,0,0.0414933,0,0,0.0601926,0,5.7e-05,8.38e-05,0,0,0.0783843,0,0,0.0013473,0,0,1.53e-05,0.0076669,0,0,0,1.4e-05,2.1e-06,2.35e-05,0,1.52e-05,0.0094884,0,0,4.98e-05,2.29e-05,1.02e-05,8.1e-06,5.7e-06,0.0005357,6.86e-05,3.44e-05,5.7e-06,0,1.35e-05,0.0176907,5.6e-06,0.0149841,0.0041734,0.421365,0,8.8e-06,0.0002325,9.1e-06,9.8e-06,5.6e-06,0,8.9e-06,0.0390686,5.2e-06,0,0.0042267,1.7e-06,0,0,0,0,0,0,0,0,0.0001354,0,0.0196701,0,0,0
"Clostridium_perfringens",0,0,0,0,0,0,0,0.004487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002171,0,0,0,0,0,0.0005661,0,0,0,0.000146,0,0.0032402,0,0.0382688,0,0,0,0,0,0,0,1.7e-06,0,0,0,0,0,0,0.0004804,0,0,0.0009112,0,0,0,0,0,0,0,0,0,0,0.0002279,0,0,0,0.0181438,0,0.0001167,0,0,0,0,0,0.0001296,0,0,0,0.0003359,0,0,0,0,0,0,0,4.74e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.58e-05,0,0,0,0,0,0,0,0.157799,0,0,0,0,0,0.0001615,0.0138389,0,0.0007227,0,0,0,0,0.0263398,0.0014444,0,0,0,0,0,0,0,0,0
"Clostridium_scindens",0.0002761,0,7.26e-05,4.16e-05,0.0003992,0,0,3.1e-06,5.53e-05,0.0028588,0,2.21e-05,0,0.000299,0,4.6e-05,0,2.8e-05,0,1.44e-05,1.75e-05,0,0,0,0,0.000171,2.57e-05,9.9e-06,0,2.08e-05,6.6e-05,0,0,0,0,0,0,1.55e-05,0,0,8.06e-05,0,0.0003566,0.0003996,0,0.0011257,0,0,0,0,0,0,0.0016955,0,0,8.16e-05,0,9.7e-06,3.11e-05,6.96e-05,0,0,0.0001299,3e-06,0.0002273,0,1.68e-05,0,0,6.06e-05,7.35e-05,0.0006315,8.18e-05,0,0,0,0.0001372,0,0.0230662,0,3.8e-06,0.0020363,0.0001477,0,0,0,0,0,0,0,9.4e-06,0,0,0.0112664,5.91e-05,0,0.0008664,0,0,0.0001359,0.0002893,0,0,0,3.85e-05,0,2.4e-05,0,0,1.06e-05,1.79e-05,0,0,1.3e-06,0,0,2.3e-06,0.0003455,1.4e-06,2.88e-05,0,0,0,0,2.61e-05,3.03e-05,9.62e-05,0,0,0,0,8.44e-05,5e-07,0.0003964,0,0.0014371,0.0001491,0,0,0,0,0,0,0.0001696,0,0,0.0007846,1.74e-05,0,0,0,0.0138476,0,0,1.56e-05
"Clostridium_sp_KLE_1755",0.0193466,0,0.0012623,0,0.0038055,0,0,0,0,0,0,0,0,0.0081864,0,0,0,0,0,0,0.0150329,0,0,0,0,0,0.0028527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043893,0.178375,0,0,0.002642,0,0,0,0,0,0,0,0,0.0041429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000766,0,0,0,0,0,0,0,0,0,0,0,0.0052827,0,0.0016732,0,0,0.0015543,0,0,0,0.0076886,0,0,0,0,0.0164661,0,0,0,0,0.0160778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_L2_50",0,0.0675489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018589,0,0,0.0077179,0,0,0.0129283,0,0,0,0,0.0279443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_symbiosum",0.0082644,0.0001052,0.0025514,0.0010041,0.008064,0,0,0.0021915,5.73e-05,0,5.09e-05,0,0,0.0014728,4.12e-05,3.71e-05,0.0004265,0,0,0,0.0019924,0,0,0,0.0006529,0,0.0014986,4.62e-05,0,2.54e-05,0,0,0,0,0.000115,0.0001168,0,7.67e-05,0.0001593,0,8.63e-05,7.04e-05,0.0088785,0.0484119,0,0.0001267,0,0,0,0,0.0002489,1.25e-05,0.0196632,0.0012503,0.0363591,0.0003741,0,3.58e-05,6.26e-05,8.89e-05,0,8.89e-05,0.0016563,0.0056363,0.0002299,0.0004155,0.0002372,0,0,0.0019601,8.51e-05,0.0014178,0.0013093,0.000475,0.0003579,0,0,0,3.2e-06,0.001644,0,0.0006719,0,0.0005047,0.0274404,0,0,0.144049,0.0035416,0,0,0,0,0,0,0,0.0005238,5.75e-05,0,0.0033087,0.0006322,0.0005164,4.79e-05,0.0008187,4.96e-05,0.0003632,0.001008,0,0,1.93e-05,0,0,0,0,0,0,1.1e-05,0.0004389,5.31e-05,0.0001952,0,0,0.0002225,0.0022907,1.62e-05,0,0.0002707,0.0169716,0,0.0450104,3.41e-05,0.0033733,4.2e-05,0,2.17e-05,0.0024388,0.0030556,0,1.04e-05,0.0010024,0,0,0.0001634,0.0010165,0,0,0.0140443,3.15e-05,0,0.0023127,0,0.0014226,0,0,7.92e-05
"Clostridiales_bacterium_1_7_47FAA",0.004574,0,9.69e-05,0.0003835,0.0002987,0,0,0.0003211,0.0001214,0,0,0,0.0001642,0.000336,0.0003935,0,0.0004292,0,0,0,0.0004763,0,2.79e-05,0,6.4e-06,0.0003556,0.0003453,2.64e-05,0.0002414,8.6e-06,0,0,0,0,0,0.0003016,3.46e-05,0,2.3e-05,0,3.25e-05,0.0001134,0.0007764,0.0014467,0,4.67e-05,0,0,0,0,0,8.4e-06,0.0006245,0,0.0023742,0.0001918,0,6.6e-06,2.45e-05,3.9e-06,0,8.03e-05,0.0001967,6.11e-05,0.0003725,0,0.0010759,0,0,0.0029646,4.15e-05,5.58e-05,5.57e-05,5.85e-05,4.67e-05,0,0.0007154,0.0003734,9.17e-05,0,0,3.68e-05,0.0001585,0,0.0003423,0,7.33e-05,0.0047249,0.0018629,0,1.14e-05,0,0,0,0,0,0.0002699,2.34e-05,0,0.0003636,0,7.1e-06,0,4.51e-05,0,0.0001204,0,0,3.85e-05,0.0001447,0,0,0,0,0.0003421,0,1.33e-05,0.0009805,6e-06,0.0004388,0,0,0.0005438,0.0002373,6.92e-05,0,0.0003712,0.0005141,0,0.0048062,0,0.000115,2.64e-05,0.0001825,0,8.44e-05,0.0009893,0,0,0,0,0,0.0002286,0.0002957,0,0,0.0006132,0,0,4.58e-05,0,0.0009096,0,0.0002203,0.0001659
"Flavonifractor_plautii",0.004268,0.0008765,0.0002987,0,0.0008403,0,0,0.0004866,0.0012837,0.0006072,0.0003229,0.0010536,0.0009576,0.0040445,7.04e-05,0,2.4e-05,0,0.0035305,1.9e-05,0.000262,0,0.0003803,0.0002251,0.0003278,0.0004342,0.0001289,8.85e-05,0.0003757,2.85e-05,0,0,0,3.77e-05,0.0001432,0,0.0007151,0.0001088,0,1.79e-05,0.0002284,3e-06,0.0011417,0.0015576,0,0.0002373,0,0,0,0,0.0004251,0.0007516,0.0052294,0,0.0003743,0.0005251,0,0.0013345,0.0004235,0.0001974,0,0.0042122,0.0061671,0,0.0009053,0,0.0004972,3.05e-05,0,0.0033997,0.0006262,0.0005663,0.0004965,0.0004914,0.0001497,0,0.0001057,0.0037452,0.0011726,0,3.33e-05,0.0016986,3.4e-05,0.0001255,0.0029014,0,6.01e-05,0,0.0044588,0,0.0009162,0.0002298,0,0.0036577,4.36e-05,0.0027102,0.0032405,0.0002225,0,0.002751,0.0005097,0,9.63e-05,0.004946,8.78e-05,0.0022531,0,0,5.61e-05,0.0002236,7.66e-05,0.0186017,0,0,0.0003976,5.37e-05,0.0005182,0.0069159,6.41e-05,0.0006207,0.0002979,3.61e-05,0.0005088,0.0003791,0.0001873,0.0001505,0.0050549,0,0,0.0131778,0,0.0002639,4.6e-06,0.0006724,0,0.0010087,0.0021868,0,0.0005528,0,6.7e-06,7.2e-05,0.0005475,0.0036495,0,3.35e-05,0.000277,0.0003813,0,0.0048279,0,6.83e-05,1.87e-05,0.0002561,0.0004967
"Eubacterium_eligens",0,0.020763,1.62e-05,0,0,0,3.94e-05,1.54e-05,0.0063329,0,0.0013232,0,0.0465369,2.28e-05,0.0109934,0,0,0,0,0,0,0,0.0113086,0.0308349,0.0263859,0.0006817,0,0,0.0003319,0,0.0011009,0.008416,0.0148716,0.0011282,0,0.0005797,0.0014847,0.0031135,0.0108852,3.2e-05,0,0.0053514,0,0,0,0,0,0,0,0,0,0.0111431,0,0.0040839,0,3.35e-05,0.0055159,5.96e-05,0.0001069,0.0064167,0,0,0,0,2.04e-05,3.23e-05,0.0013215,0.0029403,0,0,0,0,0,0.0829991,0,0,0,0,0.0033842,0,0.005444,0.0006417,2.1e-06,1.19e-05,0,0,0,0.031646,0,8.33e-05,0.0002677,0.0021116,0.0030542,0,0,0.0019813,0,0.0045302,0,0,0,0,0.0057381,0.0205853,0.0039226,0.0023883,0.0249739,1.73e-05,5.4e-06,1.79e-05,0.029823,0,4.65e-05,0.0052834,0.0478596,0.0071182,0.0061825,2.21e-05,0.0116871,0.0004618,0.0138087,0.0229672,0.0132212,0.0068816,6.5e-06,0.0101962,0.0587861,4.98e-05,6.8e-06,3.1e-06,0.0070904,1.4e-06,0.0015955,1.06e-05,0,0.0031093,9.6e-06,2.7e-05,0,0.0124508,0.00068,0.0045671,0,0.0090289,0.139734,0.0266567,0,0.0219744,0.0549589,0,0.0010434,0.0255989,0.0008998,0.0127053,0
"Eubacterium_hallii",0,0.0035016,0.0093571,0.0098075,0.0399561,0,0,0.0097522,0.0016081,0,0.0276951,0.0131881,0.0099778,0.0338511,0.0180486,0.0683195,0.049337,0.0039481,0.0320256,0.031202,0.0075326,0,0.0025392,0.0127448,0.0038648,0.0044096,0.0253427,0.041861,0.0473526,0.0693779,0.035594,0,0.0091489,0.0166213,0.0146867,0.028879,0.0531693,0.0230548,0.0063216,0.0197047,0,0.0065642,0,0,0,0,0.0375105,0,2.27e-05,0,0.0011197,0.0169741,0,0.029215,0,0.0008806,2.8e-05,0.0008101,0.0092668,0.0122919,0,0,0,1.13e-05,0.0114769,0.0278558,0.015399,0.0336851,0.0002043,0,6.5e-06,0.0010759,0.0112705,0.0140385,0.0037908,0,0.0427431,2.9e-06,0,0,0.0267443,0,0.0162277,4.47e-05,0.0005878,0,0,0,0,7.39e-05,0.0655379,0.0135179,0.0254659,0,0.0730518,0.0178058,0.101702,0.0185504,0,0,0.0081838,0.0011656,0.0060153,0,0.0088165,0.0144298,0.0101483,1.22e-05,3.2e-06,0.0009818,0.029421,0,0.0166033,0.0053921,0.0015723,0.0603723,0.0157119,0,0.0014181,0.0028971,0.0066684,0.008844,0.016241,0.0221359,0.0003603,0,1.34e-05,2.81e-05,0,0.0088082,3.5e-06,4.7e-06,0.0098011,0.0042015,4.4e-06,9e-07,0,4.7e-06,0.0082273,0.0109464,0,0.0047958,0.0050463,0.0166208,0,0.0008165,0,0.0026268,0.017392,0,0.002276,0,0.0002607,0.0311725,0.0003492
"Eubacterium_ramulus",0,0.0055005,0,0.0008129,0.0284193,0,0,0,0,0,0,0,0.0017447,0.005254,0.0036942,0.0017108,0.0004337,0,0.0017373,0.0004705,0,0,0.0031279,0.0014026,0,0.008162,0,0.0052988,0.0072797,0,0.0054581,0,0.0036475,0.0033572,0.0108444,0.0015761,0.0357773,0.0025466,0.0011853,0.0001285,0,0.0006028,0,0,0,0,0.0047365,0,0,0,0,0,0,0,0,0.0032845,0,7.9e-06,9.09e-05,0.0009446,0,0,0,0,0,0.0024786,6.43e-05,0.0008329,0,0,0,0,0,0,0.0026897,0,0.022006,0,0.0339296,0,0.0052848,0,0.0019259,2.2e-05,0,0,0,0,0,0,0.0038004,0.0025894,0.0138631,0,0,0,0,0.0031378,0,0.001297,0,0.0022641,0.000657,0,0.000514,0.0003661,0,0,0,0.0117191,0.0029831,0,0.0298533,0.0030549,0.0148077,0.0116322,0.0057407,9e-07,0.001412,0,0.0018467,0,0.0065737,0.0114477,0,0,0.0121064,0,0,0,0,0,0.0007314,0,0,0,0.0009827,0,0.0051955,0,0,0.0016242,0,0.002413,0,7.96e-05,0,0,0.0063922,0,0,0,0.0005625,0.0006424,0.0389825
"Eubacterium_rectale",0.0003427,0.220046,0.0139978,0.385641,0.0002417,0.0074842,0.0001639,0.0120746,0.291207,0.0014193,0.305912,0,0.0001599,0.0002141,0.26208,0.0852604,0.288153,0.0398594,0.15767,0.0818763,0.0059962,8.42e-05,0.14003,0.100854,0.0892802,0.0423179,0.154079,0.226137,0.269543,0.0964448,0.0819939,0.0097712,0.0379606,0.0275713,0.165785,0.244951,0.0691267,0.357922,0.0557286,0.248052,0.096422,0.106414,0.151861,0.0002484,0.0001535,0.174173,0.273881,7.01e-05,0.0005232,0.000271,0.282863,3.17e-05,2.75e-05,0.265323,0.0006061,0.0573006,0.0016964,0.0013178,0.0961386,0.20932,0.0001012,0.35716,0.0001801,0.0002704,0.332062,0.0243805,0.0156543,0.0712522,0.0098664,0.0005281,0.0002712,5.9e-06,0.170863,0.0644872,0.0149821,0.0018575,0.0002754,0.0003056,0.000339,0.0023062,0.0711675,8.6e-06,0.0019783,0.0003491,0.0018685,9.68e-05,3.71e-05,0.0005358,0.0003688,0.0011999,0.0057659,0.0837525,0.0357338,0.0002495,0.217345,0.0901898,0.0004316,0.0001723,0.000185,3.7e-05,6.52e-05,0.409799,0.118883,0.166064,0.0855786,0.0743876,0.0078725,0.0001425,0.0002269,0.158236,0.0460312,0.0001051,0.013843,0.0273693,0.135322,0.120488,0.0211601,0.0552709,0.196536,0.0105001,0.14857,0.0133647,0.48379,0.246926,0.337489,0.0004243,0.0002321,0.0003592,0.000107,0.0001604,0.0001377,0.0001301,0.03183,0.0005535,6.13e-05,0.235228,0.0001822,0.0001449,0.0447509,0.103362,2.59e-05,0.0049281,0.0079846,0.0014384,2.19e-05,0.0014446,3.02e-05,0.0666535,0.120281,6.7e-06,0.0627642,4.32e-05,0.107093,0.0380024,8.61e-05
"Eubacterium_siraeum",0,0.000689,5.46e-05,0,0,0,5.3e-06,1.65e-05,0,0,0,0,0.0026842,4.9e-06,0.0002386,0,0,0,0,0,0,0,0.0020108,0.0004124,0.0003382,0.0026086,0,0.0067611,0.0007119,9.26e-05,0.0009626,0,3.45e-05,2.03e-05,0.000262,0,0,7.79e-05,7.48e-05,0,4.56e-05,0.0001292,0,0,0,0,0.0003798,0,0,0,0,0.220747,0,0,0,0.0008267,0,0.0001283,7.25e-05,0.0788941,0,0,0,0,0.0132497,0.0064673,2.17e-05,0.0412137,0,0,0,0,0,0,0,0,0,0,0,0,0.0586581,0,0.0413543,0,0,0,0,0,0,7.14e-05,0,0.0003871,0,0,0,0,0,0.0161797,0,0,0,0,0.0006642,0,0.19977,0.0033403,2.7e-05,4.4e-06,9.4e-06,1.31e-05,0.0008193,0,0.101164,0.0004158,7.6e-06,0.000239,0.0166287,4.5e-06,0.0359201,5.6e-06,4.49e-05,7.14e-05,1.43e-05,0,3.6e-06,0.201688,0.0094995,2.5e-05,9.9e-06,5e-06,7.8e-06,1.36e-05,8.3e-06,5.4e-06,0,9.6e-06,5.8e-06,8.3e-06,0,0,0,0.025327,0,0.0010104,0,0,0,0.0429578,0,0,0,0,0.0002227,0,0.0006466
"Eubacterium_sp_3_1_31",0.0030327,0.0008812,0,8.74e-05,5.5e-06,0,0,0,0.0009274,0,0.0004013,7.84e-05,0.0005597,0.0007616,0,0,0,3.4e-06,0,0,0.0164901,0,0,0,0.0005376,0.0002483,4.8e-06,0.0004218,0,0.0018352,2.76e-05,0.0043476,0,0,2.15e-05,0,0.002569,0,0,0,0,0,0,0,0,0.0011987,0,0,0,0,0.0005889,0,0,0,0,0.002901,0,0,0,5.19e-05,0,0.0002579,0,0,0,1.11e-05,0,0,0,0.0496805,0,0,0.0007477,0,0,0,0,0,0.132512,0.0082816,0.0006647,0.0106798,0.0002633,9.1e-05,0.0870675,0,0,0,0.0019212,0,0.0003345,1.21e-05,1.45e-05,0.0258833,2.25e-05,0.0001296,0.0198245,4.67e-05,0,0,0.0456502,0,0.0007949,0.0005801,1.34e-05,0.0006468,0,0,0,0.0001641,8.4e-06,0,0,0,0.0001101,0,3.39e-05,0,0.0006875,0,0,0,0.0010914,0.0040807,2.28e-05,0,0.0037716,0,0,0,0,0,0,0,0,0.007329,0.0004757,0,0,0,0,0.0001502,0,0.0001149,0,0.0024633,0.0047007,0.0002673,0,0.0137511,0,0.291608,0,0,0
"Eubacterium_ventriosum",0,0.0033917,1.79e-05,0.0083762,0,0,0,0,0,0,0.0083537,0,5.3e-06,0.0006386,0.0041735,0.0033513,0,0,0,0,0.0008626,0,0.0117596,1.22e-05,0,0.0009356,0,0.0044782,0.0066834,0.0005421,0.0012582,0,0,0.0026265,0.0005772,0.0062369,0.0144711,0,0.007939,0.0019069,0,0.0021943,0,0,0,0,0.0042937,0,0,0,0,0.005842,0,0,0,0,0,0,0.0010596,0.0032942,0,0,0,0,8e-07,1.81e-05,0.0009628,0.014859,0,0,0,0,0,0,0.0018665,0,0,0,0,0,0,0,0.0025512,0,0,0,0,0,0,0,0,0.0031401,1.43e-05,0,0,0,0,0.0019847,0,0,0,0,0.003488,0,0.0049667,0.0159348,0,0,0,0,0.0042631,0,0.0002696,0.0002145,0.0090517,0.000133,0.0046913,0,0.0057849,0,0.0010708,0.0035653,0.0098905,0,0,0,0,0,0,0,0,0,0.0001854,0,0,0,0,0,0,0,0,0.0045209,0.0046535,0,0,0.0005353,0,0.0020114,0.0024749,0,0,0,0.0044066,0.0048777,0
"Anaerostipes_caccae",2.12e-05,0,0.0002093,0,0,0,0,0,0,0,0,0,0,0,1.69e-05,0,0,8.59e-05,0,0,0,0,0,0,0.0001857,0.0002161,0,0,0,0,6.99e-05,0,0,0,0,0,0,0,0,0,0.0003891,0,0,3.92e-05,0,0.0007969,0,0,0,0,0,0,0.0008569,0,0,0.0003058,0,2.21e-05,0,1.97e-05,0,0.0037749,0.0036789,6.61e-05,1.63e-05,0,0,0,0,0,0,0.0010531,0,0,0,0,1.89e-05,0,3.2e-05,0,0,0.0001244,0,0,0,0,0.0018885,0,0,0,0,0,0,0.0002773,0,0,0.000192,0,0,0,0,0,0,0,6.1e-06,0,0,0,0,0,0,0.0014351,0,0,0,0,0,0,8.31e-05,0.0001454,0,0,0.0002702,0,0,0,0,0,0,0.0004718,0,9.9e-06,0,0,0,4.5e-06,0,0,0,0,0,0,0,0,0.0018287,0,0,0,0,0,0,2.94e-05,0,0,0
"Anaerostipes_hadrus",0,0.0029855,3.72e-05,0.0017112,0.0002124,0,0,4.81e-05,0.0006817,0.157742,0.0172401,0.0050299,0,0.000643,0.0121691,0.0007164,0.0009099,0.0006503,0.0001733,0.0019123,9.5e-06,0,0.0002255,0.0026944,0.0069429,0.0013121,0.0157689,0.001719,0.0003613,0.0005212,0.0001408,0.0001632,0.0018666,0.001506,0.0012086,0.001223,0.028121,0.0057434,0.0039002,0.0016137,0.0002215,0.0009334,0.0005107,0.0001982,0,0.0009364,0.0001396,0,0,0,0.0015038,0.0001129,0,0.0064245,0,0.0016284,0,4.32e-05,0.0014219,5.57e-05,0,0,0,0.0001348,0,0.0022486,0.0141026,0.0001938,0,0.0001235,0.0013673,0,0.0005756,0.0014222,0.0015527,0,0,0,0,0,0.0023602,0,0.0005138,0.0022304,0.0004883,0,0,0,0.0172386,0,0.0016913,0.0001697,0.0103236,0,0.0030378,0.0017747,0,0.0012267,0,0,2.92e-05,0.0001619,0,0.0084154,0.0001507,5.1e-06,0.0022529,0,0,1.26e-05,0.0020157,0,0.0006378,0.0003675,1.61e-05,0.0007109,0.0006367,0.0013739,3.22e-05,0.0012996,0.0009449,0.0007665,0.0039513,0.0013353,0.0033075,0,0.0056536,0.0019938,0,0,0,0,0.0005404,2.89e-05,0,0.0044063,0,0,0.0001476,0.0142425,0.0033179,0.0008636,1.81e-05,5.4e-05,0,9.2e-06,0.0006202,0.0013867,0.0057268,0,0,0.0007317,6.22e-05,0.0084745,0
"Anaerostipes_unclassified",0.0094473,0,0,0,0.0004133,0,0,3.03e-05,0,0,0,0,0,0,0,0,0,0.0006714,0.0004862,0,0.0107811,0,0,0,0,0,0,0,0,0.00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006543,0.0046663,0.0040386,0,0,0,0,0,0,0.0043818,0,0,0,0,0.0005996,0,0,0,0.0002532,0.0074744,0.0007646,0.0009536,0,0,0,0,0.0028865,0,0.0026225,0,0,0,0,0.0001218,7.1e-06,0.0017652,0.0003865,0,0.106762,0,0,0,0,0.160776,0.0002449,0,0,0,0,0,0.0170025,0,0,0.0034473,0,0,0.001738,0.0008279,0,0,0,0,0.00014,0,0,4.58e-05,0,0,0.0074694,0,0,0,0,0,0,1.6e-06,0,0,0,0,0,0,0.0012481,0,0,0,0.0012584,0,0.0005734,0,0,0,0,0.0009918,0,0,0,0,0,0,0.0019571,0.0073915,0,0,0,0,0.0004334,0,0.0004004,0,0,0
